state,city,organisation,description,costservices_id,addressbook_id,services_id,wef,remarks,tourleaderfree,servicecharges,agentcharges,commissionontransport,cities_id,costservicesdistinct_id,costservicesguides_id,costservices_id,frompax,topax,cost,tourleaderfree,remarks,currencies_id,resident,SpecialGst,nett
West Bengal,Darjeeling,Clubside Tours & Travels Pvt Ltd,Toy train to Ghoom,7253,236,1138,2019-10-01T00:00:00,,,,0,0,99,,4903,7253,1,15,2200,0,,13,4,,0
West Bengal,Darjeeling,Clubside Tours & Travels Pvt Ltd,Afternoon toy train joy ride to Ghoom,7254,236,1141,2019-10-01T00:00:00,,,,0,0,99,,4904,7254,1,15,2200,0,,13,4,,0
West Bengal,Darjeeling,Clubside Tours & Travels Pvt Ltd,Half-day Tea Garden tour,7461,236,1207,2020-10-01T00:00:00,Monday and winters Nov-Mar (depending on rainfall),,,0,0,99,,5000,7461,1,10,2200,0,,13,4,,0
West Bengal,Darjeeling,Clubside Tours & Travels Pvt Ltd,"Half-day tour of Himalayan Mountaineering Institute, Zoo and Tibetan Refugee Centre",7454,236,907,2020-10-01T00:00:00,,,0,0,0,99,1049,4997,7454,1,10,2200,0,,13,4,,0
West Bengal,Darjeeling,Clubside Tours & Travels Pvt Ltd,Toy train to Ghoom,7455,236,1138,2020-10-01T00:00:00,,,,0,0,99,,4998,7455,1,10,2200,0,,13,4,,0
West Bengal,Darjeeling,Clubside Tours & Travels Pvt Ltd,Half day train ride up to Ghoom and back by car,7456,236,142,2020-10-01T00:00:00,,,,0,0,99,,4999,7456,1,10,2200,0,,13,4,,0
West Bengal,Kolkata,Clubside Tours & Travels - Kolkata,Half-day city tour of Kolkata,7452,2683,366,2020-10-01T00:00:00,,,0,0,0,69,1363,4993,7452,1,5,2310,0,,13,4,,0
West Bengal,Kolkata,Clubside Tours & Travels - Kolkata,Half-day city tour of Kolkata,7452,2683,366,2020-10-01T00:00:00,,,0,0,0,69,1363,4994,7452,6,14,2750,0,,13,4,,0
West Bengal,Kolkata,Clubside Tours & Travels - Kolkata,Half-day city tour of Kolkata,7452,2683,366,2020-10-01T00:00:00,,,0,0,0,69,1363,4995,7452,15,35,3520,0,,13,4,,0
West Bengal,Darjeeling,Clubside Tours & Travels Pvt Ltd,Early morning trip to Tiger Hill & Ghoom Monastery,7453,236,137,2020-10-01T00:00:00,,,0,0,0,99,35,4996,7453,1,10,2200,0,,13,4,,0
West Bengal,Darjeeling,Clubside Tours & Travels Pvt Ltd,Half-day Tea Garden tour,7259,236,1207,2019-10-01T00:00:00,Monday and winters Nov-Mar (depending on rainfall),,,0,0,99,,4905,7259,1,35,2200,0,,13,4,,0
West Bengal,Kolkata,Clubside Tours & Travels - Kolkata,Half-day city tour of Kolkata,7262,2683,366,2019-10-01T00:00:00,,,0,0,0,69,1363,4906,7262,1,5,2060,0,,13,4,,0
West Bengal,Kolkata,Clubside Tours & Travels - Kolkata,Half-day city tour of Kolkata,7262,2683,366,2019-10-01T00:00:00,,,0,0,0,69,1363,4907,7262,6,14,2600,0,,13,4,,0
West Bengal,Kolkata,Clubside Tours & Travels - Kolkata,Half-day city tour of Kolkata,7262,2683,366,2019-10-01T00:00:00,,,0,0,0,69,1363,4908,7262,15,35,3220,0,,13,4,,0
West Bengal,Kolkata,Clubside Tours & Travels - Kolkata,Visit to Mother Theresa's house & orphanage,7263,2683,1125,2019-10-01T00:00:00,,,,0,0,69,,4909,7263,1,5,2060,0,,13,4,,0
West Bengal,Kolkata,Clubside Tours & Travels - Kolkata,Full day city tour of Kolkata,7264,2683,677,2019-10-01T00:00:00,,,,0,0,69,,4910,7264,1,5,2500,0,,13,4,,0
West Bengal,Kolkata,Clubside Tours & Travels - Kolkata,Full day city tour of Kolkata,7264,2683,677,2019-10-01T00:00:00,,,,0,0,69,,4911,7264,6,14,3160,0,,13,4,,0
West Bengal,Kolkata,Clubside Tours & Travels - Kolkata,Full day city tour of Kolkata,7264,2683,677,2019-10-01T00:00:00,,,,0,0,69,,4912,7264,15,35,4100,0,,13,4,,0
